Marca temporal,Ciudad , Colegio,Grado,Edad,Género ,Grupo_familiar,Zona_Vivienda,Grupo_Social,8  Empujando_intencional, 9. Halado_cabello_agredido,10 Agredido_con_golpes ,11 Dañado_objetos ,12. ¿Lanzan_objetos? ,13. ¿Insultos_ofensas?,14 ¿Víctima_chantaje?,15 ¿Avergonzado_público?,16 ¿Amenazas? ,17 ¿Víctima_bromas_pesadas?,18 ¿Frases excluyentes?,19 ¿Burlas_por_aspecto_físico_o_ condiciones_ particulares? ,20 ¿Mensajes_contenido_ofensivo_desagradable?,"21. ¿Insultos, groserías y palabras desagradables a través de redes sociales? ",22. ¿Ha recibido fotos y/o videos desagradables o incómodos sobre usted u otras personas a través de las redes sociales?,23. ¿Ha recibido chantaje o amenazas por fotos o videos incómodos donde usted aparezca?
8/9/2023 8:58:53,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:59:00,Medellín,,Once,De 14-17 años,Femenino,Madre,Rural,,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:59:46,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:59:46,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 9:00:13,Medellín,,Once,De 14-17 años,Masculino,Otros,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 9:00:48,Medellín,,Once,De 14-17 años,Masculino,Madre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/9/2023 9:01:00,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 9:01:16,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 9:02:18,Medellín,,Once,De 14-17 años,Masculino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/10/2023 9:57:39,Medellín,,Decimo,De 14-17 años,Femenino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 9:58:58,Medellín,,Decimo,De 14-17 años,Femenino,Otros,Urbano,,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,5 o más veces al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes
8/10/2023 9:59:24,Medellín,,Decimo,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 9:59:33,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 9:59:40,Medellín,,Decimo,De 14-17 años,Femenino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:00:10,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:00:11,Medellín,,Decimo,De 14-17 años,Masculino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:00:22,Medellín,,Decimo,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:00:27,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
8/10/2023 10:00:40,Medellín,,Decimo,De 14-17 años,Masculino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:00:50,Medellín,,Decimo,De 14-17 años,Masculino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:01:05,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:01:17,Medellín,,Decimo,De 14-17 años,Femenino,Madre y Padre,Urbano,,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Nunca
8/10/2023 10:01:18,Medellín,,Decimo,De 14-17 años,Masculino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:02:14,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca
8/10/2023 10:02:27,Medellín,,Decimo,Mayor a 17 años,Masculino,Otros,Urbano,,Una vez al mes,Nunca,Nunca,Nunca,5 o más veces al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:03:23,Medellín,,Decimo,De 14-17 años,Femenino,Madre,Rural,,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca
8/10/2023 10:04:04,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes
8/10/2023 10:04:24,Medellín,,Decimo,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes
8/10/2023 10:05:57,Medellín,,Decimo,De 14-17 años,Masculino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:07:03,Medellín,,Decimo,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:09:06,Medellín,,Decimo,De 14-17 años,Masculino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 10:59:07,Medellín,,Decimo,De 14-17 años,Masculino,Madre,Rural,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:09:46,Medellín,,Once,De 14-17 años,Femenino,Otros,Urbano,,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,5 o más veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:10:57,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:12:19,Medellín,,Once,De 14-17 años,Femenino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:12:19,Medellín,,Once,De 14-17 años,Masculino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:14:00,Medellín,,Once,Mayor a 17 años,Masculino,Otros,Urbano,,5 o más veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,5 o más veces al mes,Una vez al mes,Una vez al mes,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:14:38,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca
8/10/2023 11:14:54,Medellín,,Once,De 14-17 años,Femenino,Otros,Rural,,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca
8/10/2023 11:15:05,Medellín,,Once,De 14-17 años,Femenino,Otros,Rural,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,5 o más veces al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca
8/10/2023 11:15:11,Medellín,,Once,Mayor a 17 años,Masculino,Otros,Urbano,,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes
8/10/2023 11:15:24,Medellín,,Once,De 14-17 años,Masculino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:15:40,Medellín,,Once,Mayor a 17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:16:07,Medellín,,Once,Mayor a 17 años,Femenino,Padre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:16:37,Medellín,,Once,De 14-17 años,Femenino,Madre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:16:41,Medellín,,Once,De 14-17 años,Femenino,Madre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:18:11,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:18:55,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:19:43,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:24:39,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:24:59,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:25:44,Medellín,,Once,De 14-17 años,Masculino,Madre,Rural,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/10/2023 11:26:35,Medellín,,Once,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
8/10/2023 19:45:28,Medellín,,Once,De 14-17 años,Masculino,Otros,Rural,,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca
